epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,2775.85,0.48484,0.69974,0.33485,0.91553,0.8908,0.95847,0.96521,0.8914,0.8908,0.95847,0.96521,0.86623,0.2857,0.43662,0.22608,0.89308,0.003763,0.003763,0.003763
128,2797.45,0.47635,0.69515,0.33086,0.91611,0.8971,0.95826,0.96449,0.89159,0.8971,0.95826,0.96449,0.8662,0.28554,0.4378,0.22584,0.89205,0.0037135,0.0037135,0.0037135
129,2818.99,0.48098,0.69484,0.33211,0.91176,0.89827,0.95657,0.96413,0.89233,0.89827,0.95657,0.963,0.86593,0.28488,0.43885,0.22277,0.89262,0.003664,0.003664,0.003664
130,2840.57,0.46945,0.68128,0.32504,0.90945,0.90058,0.95597,0.96344,0.89026,0.90058,0.95597,0.96344,0.8655,0.28413,0.43799,0.22315,0.89227,0.0036145,0.0036145,0.0036145
131,2862.12,0.47229,0.69032,0.3283,0.91051,0.89817,0.96004,0.96385,0.8912,0.89817,0.96004,0.96385,0.86665,0.28479,0.42961,0.22262,0.893,0.003565,0.003565,0.003565
132,2883.81,0.47443,0.68471,0.32615,0.91157,0.89846,0.96391,0.96314,0.89061,0.89846,0.96391,0.96283,0.86529,0.28366,0.42951,0.22311,0.89158,0.0035155,0.0035155,0.0035155
133,2905.36,0.46985,0.68214,0.33231,0.90402,0.89942,0.9647,0.96323,0.89211,0.89942,0.9647,0.96323,0.86716,0.28267,0.43046,0.2233,0.89045,0.003466,0.003466,0.003466
134,2926.93,0.45443,0.67449,0.31466,0.90425,0.90092,0.96278,0.96572,0.89515,0.90092,0.96278,0.96572,0.86968,0.28066,0.42809,0.21792,0.88904,0.0034165,0.0034165,0.0034165
135,2948.61,0.46822,0.6754,0.32199,0.90475,0.90231,0.95343,0.96607,0.89439,0.90231,0.95343,0.96551,0.86981,0.27945,0.42764,0.21953,0.88716,0.003367,0.003367,0.003367
136,2970.21,0.46789,0.68051,0.32501,0.90637,0.90072,0.95055,0.96685,0.89538,0.90072,0.95055,0.96637,0.87073,0.27855,0.42554,0.21723,0.88581,0.0033175,0.0033175,0.0033175
137,2991.98,0.46242,0.67518,0.31913,0.90517,0.9003,0.9569,0.96728,0.89553,0.9003,0.9569,0.96674,0.87127,0.2783,0.42306,0.2167,0.88535,0.003268,0.003268,0.003268
138,3013.63,0.4596,0.68774,0.31706,0.9074,0.90213,0.95559,0.96736,0.89845,0.90213,0.95559,0.96683,0.8707,0.27877,0.4259,0.21585,0.88597,0.0032185,0.0032185,0.0032185
139,3035.29,0.46356,0.66664,0.32029,0.90587,0.90133,0.95234,0.96618,0.89771,0.90133,0.95234,0.96572,0.86924,0.27764,0.42795,0.21797,0.88497,0.003169,0.003169,0.003169
140,3056.85,0.45686,0.66504,0.31602,0.90424,0.90085,0.95053,0.96505,0.89832,0.90085,0.95053,0.96505,0.87064,0.27761,0.42723,0.21673,0.88473,0.0031195,0.0031195,0.0031195
141,3078.41,0.45271,0.6522,0.30975,0.90088,0.90084,0.95427,0.96434,0.89846,0.90084,0.95427,0.96434,0.86857,0.27797,0.42603,0.21702,0.88554,0.00307,0.00307,0.00307
142,3100.1,0.45939,0.65871,0.31922,0.90539,0.91634,0.94329,0.96523,0.89802,0.91634,0.94329,0.96523,0.86988,0.27733,0.42731,0.21823,0.88495,0.0030205,0.0030205,0.0030205
143,3121.68,0.45247,0.64422,0.31278,0.90605,0.91935,0.93785,0.9657,0.89941,0.91935,0.93785,0.96459,0.87131,0.27629,0.42797,0.21965,0.88427,0.002971,0.002971,0.002971
144,3143.37,0.45685,0.65476,0.3137,0.90737,0.91709,0.93785,0.96467,0.89897,0.91709,0.93785,0.96467,0.87064,0.27517,0.42557,0.22036,0.88367,0.0029215,0.0029215,0.0029215
145,3164.95,0.45048,0.65253,0.31073,0.90471,0.92052,0.94147,0.96528,0.90001,0.92052,0.94147,0.96528,0.86989,0.27421,0.42598,0.22009,0.88244,0.002872,0.002872,0.002872
146,3186.6,0.44313,0.64287,0.30614,0.90137,0.91995,0.94147,0.96583,0.89963,0.91995,0.94147,0.9653,0.87021,0.27345,0.42596,0.21873,0.8819,0.0028225,0.0028225,0.0028225
147,3208.13,0.44345,0.64335,0.30566,0.90257,0.91838,0.94329,0.96746,0.90096,0.91838,0.94329,0.96582,0.87059,0.27268,0.42475,0.21634,0.88149,0.002773,0.002773,0.002773
148,3229.74,0.43718,0.6366,0.30248,0.90151,0.91529,0.94148,0.96765,0.90071,0.91529,0.94148,0.96592,0.87053,0.27273,0.42403,0.21941,0.88154,0.0027235,0.0027235,0.0027235
149,3251.32,0.44478,0.63967,0.30526,0.89956,0.91394,0.94167,0.96786,0.89999,0.91394,0.94167,0.96786,0.87077,0.2724,0.42591,0.2174,0.88213,0.002674,0.002674,0.002674
150,3272.88,0.43426,0.63338,0.29707,0.90058,0.91382,0.94147,0.96863,0.90247,0.91382,0.94147,0.96808,0.87261,0.272,0.42591,0.21559,0.88214,0.0026245,0.0026245,0.0026245
151,3294.67,0.43735,0.6367,0.30106,0.90306,0.91388,0.94168,0.96853,0.90307,0.91388,0.94168,0.96781,0.87309,0.27094,0.42614,0.21531,0.8814,0.002575,0.002575,0.002575
152,3316.29,0.43958,0.63376,0.29766,0.9025,0.91365,0.94302,0.96919,0.90432,0.91365,0.94302,0.96825,0.87335,0.26982,0.42475,0.21584,0.8808,0.0025255,0.0025255,0.0025255
153,3337.92,0.43873,0.63218,0.29483,0.90067,0.9139,0.93966,0.96925,0.90448,0.9139,0.93966,0.96821,0.87535,0.26898,0.42508,0.21607,0.87989,0.002476,0.002476,0.002476
154,3359.56,0.42743,0.61838,0.28842,0.89551,0.91137,0.95307,0.9691,0.90363,0.91137,0.95307,0.96799,0.87547,0.26767,0.42467,0.21449,0.87928,0.0024265,0.0024265,0.0024265
155,3381.19,0.42397,0.61578,0.28769,0.89844,0.91108,0.95416,0.96968,0.90465,0.91108,0.95416,0.96861,0.87469,0.26674,0.42474,0.21429,0.87919,0.002377,0.002377,0.002377
156,3402.72,0.43056,0.61832,0.29288,0.8971,0.91173,0.95234,0.96937,0.90406,0.91173,0.95234,0.96844,0.8749,0.26585,0.42566,0.21462,0.87891,0.0023275,0.0023275,0.0023275
157,3424.27,0.42657,0.62505,0.28897,0.89398,0.9068,0.95597,0.96884,0.90286,0.9068,0.95597,0.96793,0.87619,0.26502,0.42622,0.21434,0.87885,0.002278,0.002278,0.002278
158,3445.83,0.42697,0.628,0.29109,0.89715,0.9038,0.95778,0.969,0.90342,0.9038,0.95778,0.96826,0.87642,0.26391,0.42639,0.21278,0.87865,0.0022285,0.0022285,0.0022285
159,3467.4,0.43056,0.62908,0.29322,0.89561,0.90811,0.95597,0.96931,0.90382,0.90811,0.95597,0.96866,0.87724,0.26391,0.42552,0.21331,0.87882,0.002179,0.002179,0.002179
160,3489.19,0.42613,0.62312,0.28738,0.89819,0.9073,0.95597,0.96806,0.90372,0.9073,0.95597,0.96745,0.87753,0.26341,0.42432,0.21346,0.87854,0.0021295,0.0021295,0.0021295
161,3510.73,0.42848,0.62434,0.29005,0.8962,0.9085,0.95053,0.96849,0.90537,0.9085,0.95053,0.96849,0.87818,0.26246,0.42573,0.21305,0.87808,0.00208,0.00208,0.00208
162,3532.35,0.4179,0.60951,0.28477,0.89473,0.90849,0.95086,0.96882,0.90403,0.90849,0.95086,0.96882,0.87729,0.26241,0.42609,0.21421,0.87782,0.0020305,0.0020305,0.0020305
163,3553.92,0.41548,0.60288,0.28051,0.8921,0.9073,0.95597,0.96903,0.90515,0.9073,0.95597,0.96903,0.87826,0.26185,0.42543,0.21255,0.87763,0.001981,0.001981,0.001981
164,3575.5,0.41937,0.60478,0.27923,0.89619,0.9084,0.95061,0.96928,0.90505,0.9084,0.95061,0.96928,0.87883,0.26154,0.42524,0.21066,0.87801,0.0019315,0.0019315,0.0019315
165,3597.25,0.41297,0.5904,0.27839,0.89178,0.90882,0.95053,0.9692,0.90323,0.90882,0.95053,0.9692,0.87868,0.26004,0.42787,0.2108,0.87759,0.001882,0.001882,0.001882
166,3618.81,0.41538,0.59652,0.27845,0.89138,0.90647,0.95416,0.96916,0.90471,0.90647,0.95416,0.96916,0.87919,0.25963,0.42929,0.21028,0.87773,0.0018325,0.0018325,0.0018325
167,3640.45,0.41163,0.59975,0.2768,0.89259,0.90667,0.95416,0.96863,0.90665,0.90667,0.95416,0.96863,0.8782,0.25923,0.42873,0.21031,0.87774,0.001783,0.001783,0.001783
168,3662.1,0.40884,0.57816,0.27464,0.89106,0.90519,0.95597,0.96862,0.90572,0.90519,0.95597,0.96862,0.87869,0.25859,0.42855,0.21057,0.87729,0.0017335,0.0017335,0.0017335
169,3683.65,0.40817,0.58738,0.27277,0.89142,0.90404,0.95626,0.96876,0.90577,0.90404,0.95626,0.96876,0.87852,0.25797,0.42993,0.21035,0.87682,0.001684,0.001684,0.001684
170,3705.33,0.39948,0.57674,0.27021,0.88707,0.90452,0.9511,0.96888,0.90567,0.90452,0.9511,0.96888,0.87929,0.25771,0.42994,0.20918,0.87673,0.0016345,0.0016345,0.0016345
171,3726.98,0.40454,0.58312,0.2715,0.88727,0.90559,0.95053,0.96909,0.90615,0.90559,0.95053,0.96909,0.87931,0.25746,0.42987,0.20853,0.87631,0.001585,0.001585,0.001585
172,3748.63,0.39955,0.57917,0.26701,0.88914,0.9122,0.95053,0.96935,0.90629,0.9122,0.95053,0.96935,0.87985,0.25697,0.43105,0.2096,0.8763,0.0015355,0.0015355,0.0015355
173,3770.3,0.40365,0.5717,0.27012,0.8896,0.91335,0.95053,0.96953,0.90819,0.91335,0.95053,0.96953,0.88008,0.25691,0.42933,0.20844,0.87643,0.001486,0.001486,0.001486
174,3792.04,0.40029,0.58213,0.26934,0.88712,0.9176,0.95053,0.96945,0.9092,0.9176,0.95053,0.96945,0.8805,0.257,0.42877,0.20845,0.87667,0.0014365,0.0014365,0.0014365
175,3813.68,0.4006,0.56863,0.26642,0.88645,0.91712,0.95053,0.96981,0.90956,0.91712,0.95053,0.96981,0.88109,0.25714,0.42829,0.2081,0.87693,0.001387,0.001387,0.001387
176,3835.33,0.3886,0.56212,0.26146,0.88148,0.91588,0.95053,0.97003,0.90928,0.91588,0.95053,0.97003,0.88164,0.25685,0.42836,0.20735,0.87724,0.0013375,0.0013375,0.0013375
177,3856.97,0.39891,0.57793,0.2688,0.88838,0.91691,0.95102,0.97007,0.90832,0.91691,0.95102,0.97007,0.88143,0.25711,0.42862,0.20756,0.87775,0.001288,0.001288,0.001288
178,3878.52,0.39513,0.58001,0.26652,0.88544,0.91567,0.94872,0.97007,0.90851,0.91567,0.94872,0.97007,0.88077,0.25688,0.42838,0.20722,0.87774,0.0012385,0.0012385,0.0012385
179,3900.23,0.38502,0.56132,0.25809,0.88318,0.91673,0.94872,0.97009,0.90871,0.91722,0.94872,0.9701,0.88132,0.25673,0.42637,0.20646,0.87784,0.001189,0.001189,0.001189
180,3921.81,0.39067,0.56653,0.25914,0.8842,0.91803,0.95053,0.97002,0.90806,0.91849,0.94872,0.97003,0.88182,0.25651,0.42766,0.20646,0.8779,0.0011395,0.0011395,0.0011395
181,3943.4,0.38445,0.56663,0.25368,0.87935,0.91974,0.95013,0.97005,0.90813,0.91974,0.95013,0.97006,0.8822,0.25639,0.42759,0.20607,0.87784,0.00109,0.00109,0.00109
182,3964.95,0.3869,0.56093,0.25855,0.88492,0.92094,0.949,0.97015,0.90889,0.92094,0.949,0.97015,0.88281,0.25582,0.42898,0.2058,0.8776,0.0010405,0.0010405,0.0010405
183,3986.61,0.38581,0.56047,0.25512,0.88276,0.92078,0.9451,0.97026,0.9087,0.92078,0.9451,0.97026,0.88355,0.25565,0.4291,0.2052,0.87769,0.000991,0.000991,0.000991
184,4008.38,0.37373,0.55026,0.25054,0.87862,0.92061,0.94595,0.97034,0.90879,0.92156,0.94329,0.97035,0.88416,0.25543,0.42936,0.20598,0.87747,0.0009415,0.0009415,0.0009415
185,4030.09,0.38151,0.55777,0.25275,0.88517,0.92087,0.94776,0.97045,0.9093,0.92481,0.94405,0.97047,0.88385,0.25529,0.42904,0.20624,0.87738,0.000892,0.000892,0.000892
186,4051.77,0.37376,0.54662,0.25222,0.88027,0.92325,0.94872,0.97054,0.90938,0.92365,0.94652,0.97057,0.88503,0.25482,0.42846,0.20514,0.87721,0.0008425,0.0008425,0.0008425
187,4073.44,0.37453,0.53786,0.25044,0.88073,0.9218,0.94872,0.97052,0.90975,0.92428,0.94872,0.97055,0.8843,0.25427,0.42994,0.20439,0.87712,0.000793,0.000793,0.000793
188,4095.09,0.37538,0.5502,0.24985,0.88317,0.91941,0.94872,0.97057,0.90996,0.92292,0.94872,0.97061,0.88458,0.25425,0.42935,0.20364,0.8771,0.0007435,0.0007435,0.0007435
189,4116.74,0.37786,0.55277,0.24949,0.88021,0.92294,0.94872,0.97057,0.91012,0.92294,0.94872,0.97061,0.88378,0.25399,0.42894,0.20247,0.87681,0.000694,0.000694,0.000694
190,4138.3,0.36682,0.54163,0.24584,0.87891,0.92478,0.94872,0.97068,0.91069,0.9265,0.94872,0.97071,0.88425,0.25358,0.4289,0.20174,0.87668,0.0006445,0.0006445,0.0006445
191,4160.4,0.34391,0.52471,0.22598,0.84026,0.92599,0.94787,0.97075,0.91098,0.92739,0.94872,0.97079,0.88515,0.25328,0.42901,0.20132,0.87648,0.000595,0.000595,0.000595
192,4182.08,0.33534,0.51346,0.21249,0.83869,0.92701,0.94765,0.97082,0.91095,0.92863,0.94872,0.97085,0.88529,0.25316,0.42911,0.20132,0.8769,0.0005455,0.0005455,0.0005455
193,4203.7,0.33335,0.50771,0.21029,0.83736,0.92693,0.94755,0.97081,0.91085,0.93132,0.94872,0.97084,0.88527,0.25286,0.42945,0.20164,0.87689,0.000496,0.000496,0.000496
194,4225.2,0.32785,0.49692,0.20514,0.83668,0.92688,0.94872,0.9709,0.91129,0.92688,0.94872,0.9709,0.88537,0.25277,0.42978,0.20199,0.87694,0.0004465,0.0004465,0.0004465
195,4246.82,0.3267,0.50158,0.20547,0.83333,0.93256,0.94481,0.97089,0.91149,0.93256,0.94481,0.97089,0.8854,0.25249,0.4302,0.20207,0.87687,0.000397,0.000397,0.000397
196,4268.43,0.31811,0.48515,0.19848,0.83626,0.92693,0.94592,0.97094,0.91206,0.92693,0.94592,0.97094,0.88487,0.25209,0.43072,0.20159,0.87683,0.0003475,0.0003475,0.0003475
197,4290.14,0.31869,0.48329,0.19976,0.83248,0.93017,0.94477,0.97099,0.91201,0.93017,0.94477,0.97099,0.88496,0.25154,0.43215,0.20108,0.87663,0.000298,0.000298,0.000298
198,4311.73,0.31572,0.48746,0.19947,0.82979,0.92958,0.94477,0.97107,0.91219,0.92958,0.94477,0.97107,0.88541,0.25104,0.43276,0.20142,0.87639,0.0002485,0.0002485,0.0002485
199,4333.35,0.31164,0.48075,0.19836,0.82759,0.92824,0.94478,0.97107,0.91233,0.92824,0.94478,0.97107,0.88475,0.25102,0.4334,0.20172,0.87632,0.000199,0.000199,0.000199
200,4354.85,0.31128,0.4858,0.19625,0.83257,0.92754,0.94477,0.97109,0.91234,0.92754,0.94477,0.97109,0.88533,0.25045,0.43382,0.20124,0.87608,0.0001495,0.0001495,0.0001495
